"id","round_number","participant_id","theme_selection","article","mid_questionnaire","timestamp"
221,2,55,NA,"{""selected_article_id"": 23, ""selected_article_title"": ""Euro 2028 among events to benefit as UK govt pledges $1.2 billion investment in sport"", ""selected_article_had_label"": true, ""label_explained"": false}","{""selected_elements"": [""Headline"", ""Topic""], ""trust_article"": ""4"", ""trust_image"": ""4""}","2025-06-24 13:31:11.962671"
222,3,55,NA,"{""selected_article_id"": 28, ""selected_article_title"": ""Lawmaker unveils Riley Gaines-backed bill targeting transgender military academy students"", ""selected_article_had_label"": true, ""label_explained"": false}","{""selected_elements"": [""Other: less interested in the other topics""], ""trust_article"": ""3"", ""trust_image"": ""3""}","2025-06-24 13:32:13.809375"
223,2,54,NA,"{""selected_article_id"": 5, ""selected_article_title"": ""What motivated the Minnesota lawmaker shooting suspect is unclear, so are his politics"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Headline"", ""Topic""], ""trust_article"": ""2"", ""trust_image"": ""4""}","2025-06-24 13:31:59.031902"
224,1,58,"{""selected_article_id"": 1, ""selected_article_title"": ""MSNBC anchor asks panel if political violence is a result of the 'will of the people' being ignored or just part of life"", ""selected_article_category"": ""politics"", ""condition"": ""no_color""}","{""selected_article_id"": 8, ""selected_article_title"": ""ASRA NOMANI: The $2.1 billion machine behind 'spontaneous' anti-Trump protests"", ""selected_article_had_label"": true, ""label_explained"": false}","{""selected_elements"": [""Image label"", ""Headline"", ""Topic""], ""trust_article"": ""4"", ""trust_image"": ""7""}","2025-06-24 13:36:55.292928"
225,3,51,NA,"{""selected_article_id"": 13, ""selected_article_title"": ""Mike Lee, prominent Republicans leap to baseless claims about political violence \u2013 again"", ""selected_article_had_label"": true, ""label_explained"": false}","{""selected_elements"": [""Topic""], ""trust_article"": ""4"", ""trust_image"": ""6""}","2025-06-24 13:32:44.123395"
226,1,59,"{""selected_article_id"": 14, ""selected_article_title"": ""Hempstead Democrat proposes reform bill to end Republicans' \""dirty little tradition\"" of appointing town supervisors"", ""selected_article_category"": ""politics"", ""condition"": ""c2pa""}","{""selected_article_id"": 9, ""selected_article_title"": ""Donald Trump stunt proves FIFA is happy to play politics when it suits"", ""selected_article_had_label"": true, ""label_explained"": false}","{""selected_elements"": [""Headline"", ""Topic""], ""trust_article"": ""2"", ""trust_image"": ""4""}","2025-06-24 13:34:07.002843"
227,1,61,"{""selected_article_id"": 24, ""selected_article_title"": ""Fanatics Fest 2025 explained: The memorabilia, competitions, and events that will fill your timeline"", ""selected_article_category"": ""sports"", ""condition"": ""color""}","{""selected_article_id"": 31, ""selected_article_title"": ""San Francisco women's sports bar, Rikki's, packed for Valkyries away game"", ""selected_article_had_label"": true, ""label_explained"": false}","{""selected_elements"": [""Picture"", ""Topic""], ""trust_article"": ""7"", ""trust_image"": ""7""}","2025-06-24 13:35:55.063341"
228,3,54,NA,"{""selected_article_id"": 11, ""selected_article_title"": ""We Encourage Political Violence When We Look the Other Way"", ""selected_article_had_label"": true, ""label_explained"": false}","{""selected_elements"": [""Headline""], ""trust_article"": ""2"", ""trust_image"": ""4""}","2025-06-24 13:34:14.601021"
229,2,56,NA,"{""selected_article_id"": 12, ""selected_article_title"": ""NYC's Muslim mayoral candidate gets car bomb threat, despite not owning a vehicle"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Headline""], ""trust_article"": ""6"", ""trust_image"": ""6""}","2025-06-24 13:34:49.737760"
230,1,60,"{""selected_article_id"": 46, ""selected_article_title"": ""Videos show aftermath of Iranian strikes in Israel"", ""selected_article_category"": ""technology"", ""condition"": ""nolabel""}","{""selected_article_id"": 12, ""selected_article_title"": ""NYC's Muslim mayoral candidate gets car bomb threat, despite not owning a vehicle"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Headline""], ""trust_article"": ""5"", ""trust_image"": ""5""}","2025-06-24 13:37:53.267263"
231,2,59,NA,"{""selected_article_id"": 15, ""selected_article_title"": ""Democratic leaders accuse Trump of legitimizing political violence that led to Minnesota shootings"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Headline""], ""trust_article"": ""1"", ""trust_image"": ""2""}","2025-06-24 13:35:44.856417"
232,3,59,NA,"{""selected_article_id"": 11, ""selected_article_title"": ""We Encourage Political Violence When We Look the Other Way"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Headline"", ""Topic""], ""trust_article"": ""2"", ""trust_image"": ""3""}","2025-06-24 13:36:22.361521"
233,3,56,NA,"{""selected_article_id"": 9, ""selected_article_title"": ""Donald Trump stunt proves FIFA is happy to play politics when it suits"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Headline""], ""trust_article"": ""6"", ""trust_image"": ""5""}","2025-06-24 13:36:47.760889"
234,1,62,"{""selected_article_id"": 36, ""selected_article_title"": ""Finland backs space tech ICEYE firm with R&D funding"", ""selected_article_category"": ""technology"", ""condition"": ""no_color""}","{""selected_article_id"": 47, ""selected_article_title"": ""Trump administration backs U.S. candidate to retain UN telecoms post"", ""selected_article_had_label"": true, ""label_explained"": false}","{""selected_elements"": [""Topic""], ""trust_article"": ""1"", ""trust_image"": ""1""}","2025-06-24 13:38:05.507351"
235,2,61,NA,"{""selected_article_id"": 32, ""selected_article_title"": ""Fever dream: Caitlin Clark and her teammates are still shocked \u2013 and inspired \u2013 by the circus following their team"", ""selected_article_had_label"": false, ""label_explained"": true}","{""selected_elements"": [""Picture"", ""Headline"", ""Topic""], ""trust_article"": ""6"", ""trust_image"": ""6""}","2025-06-24 13:37:27.611411"
236,2,57,NA,"{""selected_article_id"": 41, ""selected_article_title"": ""Honda conducts surprise reusable rocket test, aims spaceflight by 2029"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Headline"", ""Topic""], ""trust_article"": ""5"", ""trust_image"": ""5""}","2025-06-24 13:38:04.439445"
237,2,62,NA,"{""selected_article_id"": 40, ""selected_article_title"": ""China to set up segment on STAR Market to host pre-profit growth companies"", ""selected_article_had_label"": true, ""label_explained"": false}","{""selected_elements"": [""Topic""], ""trust_article"": ""1"", ""trust_image"": ""1""}","2025-06-24 13:38:56.017429"
238,1,63,"{""selected_article_id"": 18, ""selected_article_title"": ""Maine legislature rejects bill to keep trans athletes out of girls' sports amid growing conflict on issue"", ""selected_article_category"": ""sports"", ""condition"": ""c2pa""}","{""selected_article_id"": 20, ""selected_article_title"": ""Australia's Super Netball goes global in deal with Whoopi Goldberg's AWSN"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Headline"", ""Topic""], ""trust_article"": ""5"", ""trust_image"": ""7""}","2025-06-24 13:40:37.110629"
239,3,57,NA,"{""selected_article_id"": 48, ""selected_article_title"": ""New Report Highlights Air Traffic Control Staffing Woes"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Topic""], ""trust_article"": ""6"", ""trust_image"": ""6""}","2025-06-24 13:39:02.315396"
240,3,62,NA,"{""selected_article_id"": 37, ""selected_article_title"": ""Stanford researchers develop \u2018game-changing' stroke treatment that doubles effectiveness"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Picture"", ""Topic""], ""trust_article"": ""1"", ""trust_image"": ""1""}","2025-06-24 13:39:43.859408"
241,2,60,NA,"{""selected_article_id"": 3, ""selected_article_title"": ""Massachusetts lawmakers condemn political shootings in Minnesota as \""horrific\"""", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Headline"", ""Topic""], ""trust_article"": ""2"", ""trust_image"": ""2""}","2025-06-24 13:39:36.322180"
242,3,61,NA,"{""selected_article_id"": 34, ""selected_article_title"": ""What the NBA's new TV deal means for viewership and national, local markets"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Picture"", ""Headline"", ""Topic""], ""trust_article"": ""6"", ""trust_image"": ""6""}","2025-06-24 13:39:43.715712"
243,1,65,"{""selected_article_id"": 37, ""selected_article_title"": ""Stanford researchers develop \u2018game-changing' stroke treatment that doubles effectiveness"", ""selected_article_category"": ""technology"", ""condition"": ""color""}","{""selected_article_id"": 46, ""selected_article_title"": ""Videos show aftermath of Iranian strikes in Israel"", ""selected_article_had_label"": true, ""label_explained"": false}","{""selected_elements"": [""Headline"", ""Topic""], ""trust_article"": ""4"", ""trust_image"": ""4""}","2025-06-24 13:41:07.914820"
244,3,60,NA,"{""selected_article_id"": 7, ""selected_article_title"": ""Taking on Israel's greatest foe has banished Netanyahu's political troubles in an instant"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Topic""], ""trust_article"": ""3"", ""trust_image"": ""3""}","2025-06-24 13:40:22.179143"
245,1,64,"{""selected_article_id"": 47, ""selected_article_title"": ""Trump administration backs U.S. candidate to retain UN telecoms post"", ""selected_article_category"": ""technology"", ""condition"": ""nolabel""}","{""selected_article_id"": 37, ""selected_article_title"": ""Stanford researchers develop \u2018game-changing' stroke treatment that doubles effectiveness"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Picture"", ""Headline"", ""Topic""], ""trust_article"": ""3"", ""trust_image"": ""5""}","2025-06-24 13:44:25.812295"
246,2,63,NA,"{""selected_article_id"": 26, ""selected_article_title"": ""California girl athletes to rally at sports league meeting to fight trans athlete law after track season chaos"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Topic""], ""trust_article"": ""5"", ""trust_image"": ""5""}","2025-06-24 13:41:10.704418"
247,1,66,"{""selected_article_id"": 56, ""selected_article_title"": ""Beating back boredom this summer for both parents and kids"", ""selected_article_category"": ""entertainment"", ""condition"": ""no_color""}","{""selected_article_id"": 69, ""selected_article_title"": ""Remember Fonzworth Bentley? Here's what happened after he moved on from holding umbrellas for Sean \u2018Diddy' Combs"", ""selected_article_had_label"": true, ""label_explained"": false}","{""selected_elements"": [""Headline""], ""trust_article"": ""7"", ""trust_image"": ""6""}","2025-06-24 13:46:54.710118"
248,2,65,NA,"{""selected_article_id"": 49, ""selected_article_title"": ""Texas startup sells plastic-eating fungi diapers to tackle landfill waste"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Headline""], ""trust_article"": ""4"", ""trust_image"": ""4""}","2025-06-24 13:41:59.331883"
249,3,65,NA,"{""selected_article_id"": 42, ""selected_article_title"": ""Honda-backed Helm.ai unveils vision system for self-driving cars"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Headline"", ""Topic""], ""trust_article"": ""4"", ""trust_image"": ""4""}","2025-06-24 13:42:49.694834"
250,2,58,NA,"{""selected_article_id"": 3, ""selected_article_title"": ""Massachusetts lawmakers condemn political shootings in Minnesota as \""horrific\"""", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Headline"", ""Topic""], ""trust_article"": ""7"", ""trust_image"": ""4""}","2025-06-24 13:43:04.768528"
251,3,63,NA,"{""selected_article_id"": 17, ""selected_article_title"": ""Trump confronts Juventus soccer team about 'men playing in women's sports' at White House"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Image label"", ""Topic""], ""trust_article"": ""5"", ""trust_image"": ""6""}","2025-06-24 13:42:59.108072"
252,1,68,"{""selected_article_id"": 5, ""selected_article_title"": ""What motivated the Minnesota lawmaker shooting suspect is unclear, so are his politics"", ""selected_article_category"": ""politics"", ""condition"": ""nolabel""}","{""selected_article_id"": 3, ""selected_article_title"": ""Massachusetts lawmakers condemn political shootings in Minnesota as \""horrific\"""", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Headline""], ""trust_article"": ""4"", ""trust_image"": ""5""}","2025-06-24 13:44:46.363581"
253,1,67,"{""selected_article_id"": 28, ""selected_article_title"": ""Lawmaker unveils Riley Gaines-backed bill targeting transgender military academy students"", ""selected_article_category"": ""sports"", ""condition"": ""c2pa""}","{""selected_article_id"": 23, ""selected_article_title"": ""Euro 2028 among events to benefit as UK govt pledges $1.2 billion investment in sport"", ""selected_article_had_label"": true, ""label_explained"": false}","{""selected_elements"": [""Headline""], ""trust_article"": ""4"", ""trust_image"": ""4""}","2025-06-24 13:45:11.417534"
254,3,58,NA,"{""selected_article_id"": 9, ""selected_article_title"": ""Donald Trump stunt proves FIFA is happy to play politics when it suits"", ""selected_article_had_label"": true, ""label_explained"": false}","{""selected_elements"": [""Headline"", ""Topic""], ""trust_article"": ""5"", ""trust_image"": ""7""}","2025-06-24 13:44:58.175631"
255,2,67,NA,"{""selected_article_id"": 29, ""selected_article_title"": ""It's time for sports to take a stand against Trump's excesses"", ""selected_article_had_label"": true, ""label_explained"": false}","{""selected_elements"": [""Headline""], ""trust_article"": ""4"", ""trust_image"": ""4""}","2025-06-24 13:46:14.051306"
256,2,68,NA,"{""selected_article_id"": 13, ""selected_article_title"": ""Mike Lee, prominent Republicans leap to baseless claims about political violence \u2013 again"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Headline""], ""trust_article"": ""3"", ""trust_image"": ""3""}","2025-06-24 13:46:18.076913"
257,3,68,NA,"{""selected_article_id"": 0, ""selected_article_title"": ""Peak absurdity on campaign finance reform heads to the Supreme Court"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Don't know/None of these""], ""trust_article"": ""2"", ""trust_image"": ""2""}","2025-06-24 13:46:40.324904"
258,1,69,"{""selected_article_id"": 59, ""selected_article_title"": ""Bay Area malls drawing customers back with interactive entertainment"", ""selected_article_category"": ""entertainment"", ""condition"": ""color""}","{""selected_article_id"": 58, ""selected_article_title"": ""US toymaker MGA criticised by UK court for 'retaliatory' action against startup"", ""selected_article_had_label"": true, ""label_explained"": false}","{""selected_elements"": [""Picture"", ""Headline""], ""trust_article"": ""5"", ""trust_image"": ""7""}","2025-06-24 13:47:30.001155"
259,1,70,"{""selected_article_id"": 48, ""selected_article_title"": ""New Report Highlights Air Traffic Control Staffing Woes"", ""selected_article_category"": ""technology"", ""condition"": ""no_color""}","{""selected_article_id"": 46, ""selected_article_title"": ""Videos show aftermath of Iranian strikes in Israel"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Headline""], ""trust_article"": ""7"", ""trust_image"": ""7""}","2025-06-24 13:48:34.630956"
260,3,67,NA,"{""selected_article_id"": 31, ""selected_article_title"": ""San Francisco women's sports bar, Rikki's, packed for Valkyries away game"", ""selected_article_had_label"": true, ""label_explained"": false}","{""selected_elements"": [""Picture""], ""trust_article"": ""4"", ""trust_image"": ""4""}","2025-06-24 13:47:47.448266"
261,2,69,NA,"{""selected_article_id"": 61, ""selected_article_title"": ""Netflix Dips Its Toe Into Old-Fashioned TV"", ""selected_article_had_label"": true, ""label_explained"": false}","{""selected_elements"": [""Picture"", ""Headline""], ""trust_article"": ""5"", ""trust_image"": ""7""}","2025-06-24 13:47:54.248410"
262,3,69,NA,"{""selected_article_id"": 67, ""selected_article_title"": ""Live Nation case at US Supreme Court tests reach of arbitration law"", ""selected_article_had_label"": true, ""label_explained"": false}","{""selected_elements"": [""Picture"", ""Image label""], ""trust_article"": ""5"", ""trust_image"": ""6""}","2025-06-24 13:48:28.464769"
263,1,71,"{""selected_article_id"": 48, ""selected_article_title"": ""New Report Highlights Air Traffic Control Staffing Woes"", ""selected_article_category"": ""technology"", ""condition"": ""c2pa""}","{""selected_article_id"": 44, ""selected_article_title"": ""Amazon to invest $233 million in India to expand operations infrastructure, improve tech"", ""selected_article_had_label"": false, ""label_explained"": true}","{""selected_elements"": [""Picture"", ""Topic""], ""trust_article"": ""4"", ""trust_image"": ""5""}","2025-06-24 13:55:28.710428"
264,2,64,NA,"{""selected_article_id"": 46, ""selected_article_title"": ""Videos show aftermath of Iranian strikes in Israel"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Picture"", ""Headline""], ""trust_article"": ""5"", ""trust_image"": ""5""}","2025-06-24 13:49:03.236118"
265,2,70,NA,"{""selected_article_id"": 43, ""selected_article_title"": ""Arlington Cemetery wreath laying begins Army 250th birthday"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Headline""], ""trust_article"": ""6"", ""trust_image"": ""6""}","2025-06-24 13:49:47.212674"
266,1,72,"{""selected_article_id"": 50, ""selected_article_title"": ""Apple eyes using AI to design its chips, technology executive says"", ""selected_article_category"": ""technology"", ""condition"": ""nolabel""}","{""selected_article_id"": 42, ""selected_article_title"": ""Honda-backed Helm.ai unveils vision system for self-driving cars"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Headline""], ""trust_article"": ""6"", ""trust_image"": ""4""}","2025-06-24 13:51:45.694814"
267,3,70,NA,"{""selected_article_id"": 37, ""selected_article_title"": ""Stanford researchers develop \u2018game-changing' stroke treatment that doubles effectiveness"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Headline"", ""Topic""], ""trust_article"": ""6"", ""trust_image"": ""5""}","2025-06-24 13:50:40.285966"
268,3,64,NA,"{""selected_article_id"": 43, ""selected_article_title"": ""Arlington Cemetery wreath laying begins Army 250th birthday"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Don't know/None of these""], ""trust_article"": ""4"", ""trust_image"": ""6""}","2025-06-24 13:51:25.257670"
269,1,74,"{""selected_article_id"": 9, ""selected_article_title"": ""Donald Trump stunt proves FIFA is happy to play politics when it suits"", ""selected_article_category"": ""politics"", ""condition"": ""no_color""}","{""selected_article_id"": 11, ""selected_article_title"": ""We Encourage Political Violence When We Look the Other Way"", ""selected_article_had_label"": true, ""label_explained"": false}","{""selected_elements"": [""Headline"", ""Topic""], ""trust_article"": ""4"", ""trust_image"": ""5""}","2025-06-24 13:56:47.518640"
270,1,75,"{""selected_article_id"": 62, ""selected_article_title"": ""PSG inspired by Los Angeles as it sets out to build new stadium"", ""selected_article_category"": ""entertainment"", ""condition"": ""c2pa""}","{""selected_article_id"": 44, ""selected_article_title"": ""Amazon to invest $233 million in India to expand operations infrastructure, improve tech"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Picture"", ""Headline""], ""trust_article"": ""5"", ""trust_image"": ""6""}","2025-06-24 13:55:46.422389"
271,1,73,"{""selected_article_id"": 11, ""selected_article_title"": ""We Encourage Political Violence When We Look the Other Way"", ""selected_article_category"": ""politics"", ""condition"": ""color""}","{""selected_article_id"": 14, ""selected_article_title"": ""Hempstead Democrat proposes reform bill to end Republicans' \""dirty little tradition\"" of appointing town supervisors"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Headline"", ""Topic""], ""trust_article"": ""6"", ""trust_image"": ""4""}","2025-06-24 13:58:18.760398"
272,2,72,NA,"{""selected_article_id"": 49, ""selected_article_title"": ""Texas startup sells plastic-eating fungi diapers to tackle landfill waste"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Headline""], ""trust_article"": ""6"", ""trust_image"": ""5""}","2025-06-24 13:53:14.537650"
273,3,72,NA,"{""selected_article_id"": 41, ""selected_article_title"": ""Honda conducts surprise reusable rocket test, aims spaceflight by 2029"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Headline"", ""Topic""], ""trust_article"": ""7"", ""trust_image"": ""7""}","2025-06-24 13:54:32.886518"
274,2,66,NA,"{""selected_article_id"": 65, ""selected_article_title"": ""A Messy Business Divorce Plays Out on the Beaches of Cannes"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Headline""], ""trust_article"": ""7"", ""trust_image"": ""7""}","2025-06-24 13:55:51.067128"
275,2,75,NA,"{""selected_article_id"": 41, ""selected_article_title"": ""Honda conducts surprise reusable rocket test, aims spaceflight by 2029"", ""selected_article_had_label"": true, ""label_explained"": false}","{""selected_elements"": [""Headline""], ""trust_article"": ""6"", ""trust_image"": ""6""}","2025-06-24 13:56:10.040312"
276,3,75,NA,"{""selected_article_id"": 36, ""selected_article_title"": ""Finland backs space tech ICEYE firm with R&D funding"", ""selected_article_had_label"": true, ""label_explained"": false}","{""selected_elements"": [""Topic""], ""trust_article"": ""5"", ""trust_image"": ""6""}","2025-06-24 13:56:30.421673"
277,1,77,"{""selected_article_id"": 8, ""selected_article_title"": ""ASRA NOMANI: The $2.1 billion machine behind 'spontaneous' anti-Trump protests"", ""selected_article_category"": ""politics"", ""condition"": ""color""}","{""selected_article_id"": 11, ""selected_article_title"": ""We Encourage Political Violence When We Look the Other Way"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Headline""], ""trust_article"": ""4"", ""trust_image"": ""5""}","2025-06-24 14:00:16.113148"
278,2,71,NA,"{""selected_article_id"": 35, ""selected_article_title"": ""Israeli airstrikes hit multiple Iran nuclear sites. Here's what we know about them."", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Picture"", ""Headline"", ""Topic""], ""trust_article"": ""4"", ""trust_image"": ""5""}","2025-06-24 13:57:37.462373"
279,3,66,NA,"{""selected_article_id"": 59, ""selected_article_title"": ""Bay Area malls drawing customers back with interactive entertainment"", ""selected_article_had_label"": true, ""label_explained"": false}","{""selected_elements"": [""Picture""], ""trust_article"": ""7"", ""trust_image"": ""7""}","2025-06-24 13:57:32.456849"
280,1,79,"{""selected_article_id"": 59, ""selected_article_title"": ""Bay Area malls drawing customers back with interactive entertainment"", ""selected_article_category"": ""entertainment"", ""condition"": ""c2pa""}","{""selected_article_id"": 64, ""selected_article_title"": ""Chloe Kelly grants Arsenal period of exclusivity for permanent transfer talks"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Topic""], ""trust_article"": ""7"", ""trust_image"": ""7""}","2025-06-24 13:59:43.784322"
281,2,74,NA,"{""selected_article_id"": 8, ""selected_article_title"": ""ASRA NOMANI: The $2.1 billion machine behind 'spontaneous' anti-Trump protests"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Headline"", ""Topic""], ""trust_article"": ""4"", ""trust_image"": ""4""}","2025-06-24 13:58:06.287587"
282,1,76,"{""selected_article_id"": 17, ""selected_article_title"": ""Trump confronts Juventus soccer team about 'men playing in women's sports' at White House"", ""selected_article_category"": ""sports"", ""condition"": ""nolabel""}","{""selected_article_id"": 29, ""selected_article_title"": ""It's time for sports to take a stand against Trump's excesses"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Headline"", ""Topic""], ""trust_article"": ""7"", ""trust_image"": ""1""}","2025-06-24 14:03:13.908747"
283,1,78,"{""selected_article_id"": 15, ""selected_article_title"": ""Democratic leaders accuse Trump of legitimizing political violence that led to Minnesota shootings"", ""selected_article_category"": ""politics"", ""condition"": ""no_color""}","{""selected_article_id"": 5, ""selected_article_title"": ""What motivated the Minnesota lawmaker shooting suspect is unclear, so are his politics"", ""selected_article_had_label"": true, ""label_explained"": false}","{""selected_elements"": [""Headline"", ""Topic""], ""trust_article"": ""4"", ""trust_image"": ""6""}","2025-06-24 14:01:36.059066"
284,2,79,NA,"{""selected_article_id"": 69, ""selected_article_title"": ""Remember Fonzworth Bentley? Here's what happened after he moved on from holding umbrellas for Sean \u2018Diddy' Combs"", ""selected_article_had_label"": true, ""label_explained"": false}","{""selected_elements"": [""Headline""], ""trust_article"": ""4"", ""trust_image"": ""5""}","2025-06-24 14:01:08.322612"
285,2,77,NA,"{""selected_article_id"": 9, ""selected_article_title"": ""Donald Trump stunt proves FIFA is happy to play politics when it suits"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Headline"", ""Topic""], ""trust_article"": ""5"", ""trust_image"": ""7""}","2025-06-24 14:01:32.676752"
286,3,74,NA,"{""selected_article_id"": 7, ""selected_article_title"": ""Taking on Israel's greatest foe has banished Netanyahu's political troubles in an instant"", ""selected_article_had_label"": true, ""label_explained"": false}","{""selected_elements"": [""Headline"", ""Topic""], ""trust_article"": ""4"", ""trust_image"": ""4""}","2025-06-24 14:01:30.961365"
287,1,81,"{""selected_article_id"": 9, ""selected_article_title"": ""Donald Trump stunt proves FIFA is happy to play politics when it suits"", ""selected_article_category"": ""politics"", ""condition"": ""color""}","{""selected_article_id"": 1, ""selected_article_title"": ""MSNBC anchor asks panel if political violence is a result of the 'will of the people' being ignored or just part of life"", ""selected_article_had_label"": true, ""label_explained"": false}","{""selected_elements"": [""Headline"", ""Topic""], ""trust_article"": ""4"", ""trust_image"": ""6""}","2025-06-24 14:11:26.179735"
288,1,80,"{""selected_article_id"": 4, ""selected_article_title"": ""Colorado officials react to assassination of Minnesota lawmaker and her husband"", ""selected_article_category"": ""politics"", ""condition"": ""nolabel""}","{""selected_article_id"": 15, ""selected_article_title"": ""Democratic leaders accuse Trump of legitimizing political violence that led to Minnesota shootings"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Headline"", ""Topic""], ""trust_article"": ""4"", ""trust_image"": ""5""}","2025-06-24 14:04:29.677834"
289,2,73,NA,"{""selected_article_id"": 7, ""selected_article_title"": ""Taking on Israel's greatest foe has banished Netanyahu's political troubles in an instant"", ""selected_article_had_label"": true, ""label_explained"": false}","{""selected_elements"": [""Picture"", ""Headline""], ""trust_article"": ""6"", ""trust_image"": ""6""}","2025-06-24 14:03:06.377239"
290,3,71,NA,"{""selected_article_id"": 46, ""selected_article_title"": ""Videos show aftermath of Iranian strikes in Israel"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Picture"", ""Image label"", ""Headline"", ""Topic""], ""trust_article"": ""5"", ""trust_image"": ""5""}","2025-06-24 14:03:14.087649"
291,3,79,NA,"{""selected_article_id"": 60, ""selected_article_title"": ""Book excerpt: \""Desi Arnaz: The Man Who Invented Television\"""", ""selected_article_had_label"": true, ""label_explained"": false}","{""selected_elements"": [""Topic""], ""trust_article"": ""7"", ""trust_image"": ""6""}","2025-06-24 14:03:45.568547"
292,3,77,NA,"{""selected_article_id"": 10, ""selected_article_title"": ""Once known for civility, Minnesota succumbs to spread of political violence"", ""selected_article_had_label"": true, ""label_explained"": false}","{""selected_elements"": [""Headline""], ""trust_article"": ""4"", ""trust_image"": ""5""}","2025-06-24 14:03:59.434737"
293,2,78,NA,"{""selected_article_id"": 8, ""selected_article_title"": ""ASRA NOMANI: The $2.1 billion machine behind 'spontaneous' anti-Trump protests"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Headline"", ""Topic""], ""trust_article"": ""4"", ""trust_image"": ""4""}","2025-06-24 14:04:45.971853"
294,1,82,"{""selected_article_id"": 56, ""selected_article_title"": ""Beating back boredom this summer for both parents and kids"", ""selected_article_category"": ""entertainment"", ""condition"": ""no_color""}","{""selected_article_id"": 63, ""selected_article_title"": ""US consumers more pessimistic on tariff costs, TransUnion says"", ""selected_article_had_label"": true, ""label_explained"": false}","{""selected_elements"": [""Headline"", ""Topic""], ""trust_article"": ""4"", ""trust_image"": ""4""}","2025-06-24 14:07:14.871160"
295,1,83,"{""selected_article_id"": 50, ""selected_article_title"": ""Apple eyes using AI to design its chips, technology executive says"", ""selected_article_category"": ""technology"", ""condition"": ""c2pa""}","{""selected_article_id"": 49, ""selected_article_title"": ""Texas startup sells plastic-eating fungi diapers to tackle landfill waste"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Headline"", ""Topic""], ""trust_article"": ""3"", ""trust_image"": ""3""}","2025-06-24 14:07:44.285761"
296,2,80,NA,"{""selected_article_id"": 12, ""selected_article_title"": ""NYC's Muslim mayoral candidate gets car bomb threat, despite not owning a vehicle"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Headline"", ""Topic""], ""trust_article"": ""4"", ""trust_image"": ""6""}","2025-06-24 14:06:59.078267"
